line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
2507;hlb;Halbi;Halbi language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva,Orya;;
2508;hld;Halang Doan;Halang Doan language;regular;mkh-ban;Bahnaric;;;;;Duan,Doan;
2509;hle;Hlersu;Hlersu language;regular;tbq-llo;Lipo-Lolopo;;;;;Sansu;
2510;hlt;Nga La;Nga La language;regular;tbq-kuk;Kukish;;;;;Matu Chin,Matu;
2511;hma;Southern Mashan Hmong;Southern Mashan Hmong language;regular;hmn;Hmong;;;;Latn;Southern Mashan Miao;
2512;hmb;Humburi Senni;Humburi Senni language;regular;son;Songhay;;;;;Central Songhay;
2513;hmc;Central Huishui Hmong;Central Huishui Hmong language;regular;hmn;Hmong;;;;;Central Huishui Miao;
2514;hmd;A-Hmao;A-Hmao language;regular;hmn;Hmong;;;;Latn,Plrd;A Hmao,Big Flowery Miao,Large Flowery Miao;
2515;hme;Eastern Huishui Hmong;Eastern Huishui Hmong language;regular;hmn;Hmong;;;;;Eastern Huishui Miao;
2516;hmf;Hmong Don;Hmong Don language;regular;hmn;Hmong;;;;;;
2517;hmg;Southwestern Guiyang Hmong;Southwestern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
2518;hmh;Southwestern Huishui Hmong;Southwestern Huishui Hmong language;regular;hmn;Hmong;;;;;Southwestern Huishui Miao;
2519;hmi;Northern Huishui Hmong;Northern Huishui Hmong language;regular;hmn;Hmong;;;;;Northern Huishui Miao;
2520;hmj;Ge;Ge language;regular;hmn;Hmong;;;;;Gedou Miao;
2521;hmk;Yemaek;Yemaek language;regular;qfa-kor;Koreanic;sortkey;;;Hani;Ye-Maek,Maek;
2522;hml;Luopohe Hmong;Luopohe Hmong language;regular;hmn;Hmong;;;;;;
2523;hmm;Central Mashan Hmong;Central Mashan Hmong language;regular;hmn;Hmong;;;;;Central Mashan Miao;
2524;hmn-pro;Proto-Hmong;Proto-Hmong language;reconstructed;hmn;Hmong;;;exceptional;Latn;;
2525;hmp;Northern Mashan Hmong;Northern Mashan Hmong language;regular;hmn;Hmong;;;;;Northern Mashan Miao;
2526;hmq;Eastern Qiandong Miao;Eastern Qiandong Miao language;regular;hmn;Hmong;;;;;Black Miao;
2527;hmr;Hmar;Hmar language;regular;tbq-kuk;Kukish;;;;;;
2528;hms;Southern Qiandong Miao;Southern Qiandong Miao language;regular;hmn;Hmong;;;;;Black Miao;
2529;hmt;Hamtai;Hamtai language;regular;ngf;Trans-New Guinea;;;;;Kapau;
2530;hmu;Hamap;Hamap language;regular;qfa-tap;Timor-Alor-Pantar;;;;;;
2531;hmv;Hmong Dô;Hmong Dô language;regular;hmn;Hmong;;;;;Hmong Do;
2532;hmw;Western Mashan Hmong;Western Mashan Hmong language;regular;hmn;Hmong;;;;;Western Mashan Miao;
2533;hmx-mie-pro;Proto-Mien;Proto-Mien language;reconstructed;hmx-mie;Mien;;;exceptional;Latn;;
2534;hmx-pro;Proto-Hmong-Mien;Proto-Hmong-Mien language;reconstructed;hmx;Hmong-Mien;;;exceptional;Latn;;
2535;hmy;Southern Guiyang Hmong;Southern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
2536;hmz;Hmong Shua;Hmong Shua language;regular;hmn;Hmong;;;;;Hmong Sua;
2537;hna;Mina;Mina language;regular;cdc-cbm;Central Chadic;;;;;Mina (Cameroon),Hina,Besleri;
2538;hnd;Southern Hindko;Southern Hindko language;regular;inc-pan;Punjabi-Lahnda;;;;;;
2539;hne;Chhattisgarhi;Chhattisgarhi language;regular;inc-hie;Eastern Hindi;;;;Deva;;
2540;hnh;ǁAni;ǁAni language;regular;khi-kal;Kalahari Khoe;;;;Latn;;
2541;hni;Hani;Hani language;regular;tbq-han;Hanoid;;;;;;
2542;hnj;Green Hmong;Green Hmong language;regular;hmn;Hmong;;;;Latn,Hmng,Hmnp;;
2543;hnn;Hanunoo;Hanunoo language;regular;phi;Philippine;;;;Hano,Latn;;
2544;hno;Northern Hindko;Northern Hindko language;regular;inc-pan;Punjabi-Lahnda;;;;Arab;Kagani,Hazara Hindko,Hindki of Hazara;
2545;hns;Caribbean Hindustani;Caribbean Hindustani language;regular;inc;Indo-Aryan;;;;;;
2546;hnu;Hung;Hung language;regular;mkh-vie;Vietic;;;;;;
2547;ho;Hiri Motu;Hiri Motu language;regular;crp;creole or pidgin;;;;Latn;;
2548;hoa;Hoava;Hoava language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2549;hob;Austronesian Mari;Austronesian Mari language;regular;poz-ocw;Western Oceanic;;;;Latn;Mari (Madang Province),Hop;
2550;hoc;Ho;Ho language;regular;mun;Munda;;;;Wara,Orya,Deva,Latn;;
2551;hod;Holma;Holma language;regular;cdc-cbm;Central Chadic;;;;Latn;;
2552;hoe;Horom;Horom language;regular;nic-ple;East Plateau;;;;Latn;;
2553;hoh;Hobyót;Hobyót language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
2554;hoi;Holikachuk;Holikachuk language;regular;ath-nor;North Athabaskan;;;;Latn;;
2555;hoj;Hadothi;Hadothi language;regular;inc-wes;Western Indo-Aryan;;;;;Harauti;
2556;hol;Holu;Holu language;regular;bnt-pen;Pende;;;;Latn;;
2557;hom;Homa;Homa language;regular;bnt-boa;Boan;;;;Latn;;
2558;hoo;Holoholo;Holoholo language;regular;bnt-tkm;Takama;;;;Latn;;
2559;hop;Hopi;Hopi language;regular;azc;Uto-Aztecan;;;;Latn;Moqui;
2560;hor;Horo;Horo language;regular;csu-sar;Sara;;;;;;
2561;hos;Ho Chi Minh City Sign Language;Ho Chi Minh City Sign Language;regular;sgn;sign;;;;Latn;;
2562;hot;Hote;Hote language;regular;poz-ocw;Western Oceanic;;;;Latn;;
2563;hov;Hovongan;Hovongan language;regular;poz;Malayo-Polynesian;;;;;;
2564;how;Honi;Honi language;regular;tbq-han;Hanoid;;;;;Haoni,Baihong,Hao-Bai,Ho;
2565;hoy;Holiya;Holiya language;regular;dra-kan;Kannadoid;;;;;;
2566;hoz;Hozo;Hozo language;regular;omv-mao;Mao;;;;;;
2567;hpo;Hpon;Hpon language;regular;tbq-brm;Burmish;;;;;;
2568;hps;Hawai'i Pidgin Sign Language;Hawai'i Pidgin Sign Language;regular;sgn;sign;;;;Latn;Hawaiian Sign Language,Hula,Hawaii Sign Language;
2569;hra;Hrangkhol;Hrangkhol language;regular;tbq-kuk;Kukish;;;;;;
2570;hrc;Niwer Mil;Niwer Mil language;regular;poz-oce;Oceanic;;;;Latn;Tangga;
2571;hre;Hrê;Hrê language;regular;mkh-nbn;North Bahnaric;;;;;Hre;
2572;hrk;Haruku;Haruku language;regular;poz-cma;Central Maluku;;;;;;
2573;hrm;Horned Miao;Horned Miao language;regular;hmn;Hmong;;;;;;
2574;hro;Haroi;Haroi language;regular;cmc;Chamic;;;;Latn;;
2575;hrp;Nhirrpi;Nhirrpi language;regular;aus-kar;Karnic;;;;;;
2576;hrt;Hértevin;Hértevin language;regular;sem-nna;Northeastern Neo-Aramaic;;;;Latn;;
2577;hru;Hruso;Hruso language;regular;sit-hrs;Hrusish;;;;;;
2578;hrw;Warwar Feni;Warwar Feni language;regular;poz-oce;Oceanic;;;;Latn;Feni;
2579;hrx;Hunsrik;Hunsrik language;regular;gmw-hgm;High German;;;;Latn;;
2580;hrz;Harzani;Harzani language;regular;xme-ttc;Tatic;;;;;Harzandi;
2581;hsb;Upper Sorbian;Upper Sorbian language;regular;wen;Sorbian;sortkey;;;Latn;;
2582;hsh;Hungarian Sign Language;Hungarian Sign Language;regular;sgn;sign;;;;Latn;;
2583;hsl;Hausa Sign Language;Hausa Sign Language;regular;sgn;sign;;;;Latn;;
2584;hsn;Xiang;Xiang language;regular;zhx;Sinitic;sortkey;;;Hani,Hant,Hans;;
2585;hss;Harsusi;Harsusi language;regular;sem-sar;Modern South Arabian;;;;Arab,Latn;;
2586;ht;Haitian Creole;Haitian Creole language;regular;crp;creole or pidgin;sortkey;;;Latn;;
2587;hti;Hoti;Hoti language;regular;poz-cma;Central Maluku;;;;Latn;;
2588;hto;Minica Huitoto;Minica Huitoto language;regular;sai-wit;Witotoan;;;;Latn;Minica,Minica Witoto;
2589;hts;Hadza;Hadza language;regular;qfa-iso;isolate;;;;Latn;;
2590;htu;Hitu;Hitu language;regular;poz-cma;Central Maluku;;;;Latn;;
2591;hu;Hungarian;Hungarian language;regular;urj-ugr;Ugric;sortkey;;;Latn,Hung;;standard characters
2592;hub;Huambisa;Huambisa language;regular;sai-jiv;Jivaroan;;;;Latn;Huambiza,Wambisa;
2593;huc;ǂHoan;ǂHoan language;regular;khi-kxa;Kx'a;;;;Latn;ǂ’Amkoe,ǂHȍã,ǂHȍȁn;
2594;hud;Huaulu;Huaulu language;regular;poz-cma;Central Maluku;;;;Latn;;
2595;huf;Humene;Humene language;regular;ngf;Trans-New Guinea;;;;Latn;;
2596;hug;Huachipaeri;Huachipaeri language;regular;sai-har;Harákmbut;;;;Latn;;
2597;huh;Huilliche;Huilliche language;regular;sai-ara;Araucanian;;;;Latn;;
2598;hui;Huli;Huli language;regular;paa-eng;Engan;;;;Latn;;
2599;huj;Northern Guiyang Hmong;Northern Guiyang Hmong language;regular;hmn;Hmong;;;;;;
